Id	Label
1634	塲
1635	&CDP-8CBE;
1636	秃
1637	几
1638	欄
1639	闌
1640	喞
1641	卽
1642	?
1643	螜
1644	?
1645	㮌
1646	猌
1647	䄘
1648	肷
1649	熆
1650	苆
1651	切
1652	舠
1653	刀
1654	褥
1655	裖
1656	襛
1657	&CDP-8BDE;
1658	碎
1659	聪
1660	总
1661	棥
1662	null
1663	礩
1664	質
1665	?
1666	枨
1667	长
1668	憉
1669	椚
1670	僬
1671	焦
1672	㵪
1673	養
1674	贕
1675	賣
1676	迴
1677	回
1678	璦
1679	愛
1680	㧬
1681	手
1682	蝨
1683	䖵
1684	琰
1685	粠
1686	㓉
1687	⾆
1688	彅
1689	剪
1690	橍
1691	閏
1692	聩
1693	贵
1694	咚
1695	冬
1696	欽
1697	橺
1698	間
1699	隧
1700	遂
1701	橌
1702	閒
1703	㴅
1704	null
1705	苫
1706	燈
1707	登
1708	槸
1709	埶
1710	礸
1711	煯
1712	皆
1713	?
1714	櫊
1715	閣
1716	傿
1717	焉
1718	煌
1719	皇
1720	圌
1721	耑
1722	㾭
1723	秋
1724	蒋
1725	将
1726	櫚
1727	閭
1728	凧
1729	憓
1730	惠
1731	玪
1732	盦
1733	酓
1734	暦
1735	綨
1736	㖮
1737	磧
1738	鸫
1739	东
1740	迻
1741	多
1742	绥
1743	髢
1744	穘
1745	㷡
1746	?
1747	鱫
1748	鰩
1749	䍃
1750	汴
1751	卞
1752	嵰
1753	蛒
1754	槼
1755	規
1756	陳
1757	薉
1758	歲
1759	礗
1760	賓
1761	㱰
1762	宰
1763	㼡
1764	朱
1765	洼
1766	礥
1767	賢
1768	null
1769	二
1770	棖
1771	長
1772	給
1773	合
1774	㦻
1775	甂
1776	扁
1777	燏
1778	矞
1779	昝
1780	处
1781	檽
1782	需
1783	泤
1784	以
1785	伏
1786	烴
1787	巠
1788	遺
1789	貴
1790	惔
1791	殚
1792	单
1793	null
1794	釆
1795	跗
1796	炻
1797	㯈
1798	速
1799	㦥
1800	櫺
1801	霝
1802	鑝
1803	蓬
1804	立
1805	&CDP-8BE8;
1806	裒
1807	衣
1808	&GT-K05014;
1809	炽
1810	恢
1811	灰
1812	䍙
1813	肶
1814	秊
1815	荤
1816	暿
1817	喜
1818	null
1819	胟
1820	椎
1821	榷
1822	隺
1823	綄
1824	槜
1825	隽
1826	榫
1827	隼
1828	銶
1829	颰
1830	脙
1831	榥
1832	晃
1833	䉬
1834	廢
1835	檇
1836	雋
1837	脉
1838	费
1839	弗
1840	盭
1841	?
1842	掞
1843	燾
1844	壽
1845	㦡
1846	悆
1847	欆
1848	雙
1849	權
1850	雚
1851	爠
1852	瞿
1853	蘷
1854	⻀
1855	夒
1856	泽
1857	null
1858	樗
1859	雩
1860	鶰
1861	拻
1862	樰
1863	雪
1864	䂵
1865	null
1866	㼐
1867	瓜
1868	俇
1869	狂
1870	㩰
1871	null
1872	橒
1873	雲
1874	翵
1875	楟
1876	亭
1877	檑
1878	雷
1879	銅
1880	同
1881	偁
1882	爯
1883	僞
1884	爲
1885	䆮
1886	浸
1887	襚
1888	燡
1889	睪
1890	遷
1891	null
1892	橢
1893	隋
1894	鈱
1895	誃
1896	顏
1897	彥
1898	髬
1899	丕
1900	評
1901	平
1902	欪
1903	出
1904	訐
1905	羞
1906	⺶
1907	丑
1908	䇽
1909	折
1910	锯
1911	居
1912	鮥
1913	癝
1914	&C3-433D;
1915	钨
1916	乌
1917	孪
1918	子
1919	燬
1920	毁
1921	䅩
1922	null
1923	㩄
1924	崽
1925	棣
1926	隶
1927	故
1928	古
1929	㫥
1930	褪
1931	退
1932	鉧
1933	瓤
1934	襄
1935	辢
1936	亄
1937	壹
1938	糳
1939	?
1940	侔
1941	牟
1942	㮼
1943	&GT-14839;
1944	鼕
1945	鼓
1946	鈚
1947	㹄
1948	畟
1949	椭
1950	陏
1951	費
1952	礠
1953	慈
1954	熴
1955	崑
1956	件
1957	牛
1958	伢
1959	牙
1960	础
1961	蹯
1962	歍
1963	烏
1964	羌
1965	憗
1966	?
1967	褳
1968	颬
1969	綕
1970	志
1971	傸
1972	儞
1973	爾
1974	樄
1975	陳
1976	null
1977	?
1978	鳄
1979	㟊
1980	砗
1981	鴅
1982	痯
1983	官
1984	堍
1985	兔
1986	绍
1987	召
1988	鑬
1989	覧
1990	胤
1991	丿
1992	null
1993	伉
1994	欿
1995	&CDP-8D77;
1996	褈
1997	裡
1998	櫇
1999	頗
2000	鸊
2001	㴿
2002	頂
2003	仼
2004	䁲
2005	鶏
2006	null
2007	斛
2008	谤
2009	撚
2010	然
2011	伭
2012	髡
2013	餞
2014	礔
2015	跣
2016	先
